Unnamed: 0.1,Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
29,93,2024-07-01 08:00:00,GC-003,92091,Remote Tuning System,1,"Inconel, Polyurethane",Vendor I,4960,16 weeks,High,External,A.1,LSM Integration,ISO 9001,Electrical Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,48.0
92,100,2027-02-01 08:00:00,SPG-001,39788,Photolithography Enhancement Unit,1,"Zinc Sulfide, Aluminum",Vendor J,30000,4 weeks,Low,External,B.1,Thermal Evaporation Process,SEMI S678,Gas Flow Stability Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,178.0
74,60,2026-09-01 08:00:00,PWM-001,99002,Reactive Mass Spectrometry Module,1,Copper,Vendor J,500,20 weeks,High,External,A.3,Gas Supply System Assembly,SEMI S567,Plasma Uniformity Test,Provided by vendor,Level 1,175.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,32.0
0,92,2028-08-01 08:00:00,PHOTO-002,47996,RF Generator and Electrostatic Chuck Assembly,1,Stainless Steel,Vendor R,11620,10 weeks,Medium,External,A.1,Electronic Assembly,SEMI S567,Separation Efficiency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
5,82,2029-06-01 08:00:00,PSU-002,65855,Dielectric Barrier Discharge Unit,1,Inconel,Vendor E,22128,12 weeks,High,External,A.2,Remote Plasma Technology,SEMI S345,Control System Tests,Provided by vendor,Level 2,177.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,139.0
100,100,2028-11-01 08:00:00,WHS-001,99002,Thermal Stability Probe,1,"Stainless Steel, Glass",Vendor SS,4242,12 weeks,Medium,External,A.3,LDS Assembly,SEMI S567,Resolution Enhancement Test,Provided by vendor,Level 1,150.0,Custom packaging,"RoHS, REACH",-,163.0
100,73,2026-08-01 08:00:00,FTS-001,78904,Photoacoustic Spectroscopy Module,1,Electronic Components,Vendor WW,500,20 weeks,Medium,External,A.1,Injection Molding,ISO 14001,Resolution Test,Provided by vendor,Level 2,173.0,Custom crate,"RoHS, REACH",-,240.0
100,88,2027-11-01 08:00:00,MFM-002,47619,Dynamic Temperature Profiler,1,Stainless Steel,Vendor LL,23348,18 weeks,High,External,B.1,Sensing Device Assembly,SEMI S567,Leak Test,Provided by vendor,Level 2,101.0,Custom crate,"RoHS, REACH",-,8.0
54,100,2030-05-01 08:00:00,SPA-001,23646,Advanced Plasma Source,1,Electronic Components,Vendor VV,11499,8 weeks,High,External,B.1,FTIR Spectroscopy Integration,SEMI S567,Leak Test,Provided by vendor,Level 1,94.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,131.0
100,91,2028-09-01 08:00:00,LDP-002,35240,Dielectric Barrier Discharge Unit,1,"Copper, Silicon",Vendor G,500,10 weeks,High,External,A.1,ACU Integration,SEMI S345,Pressure Calibration,Provided by vendor,Level 2,172.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,210.0
0,34,2023-09-01 08:00:00,AFM-001,28920,Acoustic Control Unit,1,"Copper, Ceramic",Vendor RR,500,10 weeks,High,External,A.2,Software Development,SEMI S567,Voltage Limiting Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,240.0
100,36,2029-07-01 08:00:00,EMS-002,11699,Thermal Stability Probe,1,Copper,Vendor J,500,8 weeks,Low,External,B.2,GDU Assembly,SEMI S456,Mass Accuracy Test,Provided by vendor,Level 1,125.0,Custom packaging,"RoHS, REACH",-,8.0
0,41,2023-04-01 08:00:00,RFS-002,99002,Low-Pressure Chamber Module,1,"Stainless Steel, Glass",Vendor YY,500,10 weeks,Medium,External,A.1,Injection Molding,SEMI S567,Pressure Calibration,Provided by vendor,Level 2,96.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
95,71,2023-05-01 08:00:00,HPS-002,84357,Fourier Transform Spectrometer Module,1,"Silicon, Glass",Vendor I,14965,12 weeks,High,External,A.2,IMS Integration,SEMI S567,Robotic Tests,Provided by vendor,Level 1,137.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,174.0
0,84,2028-12-01 08:00:00,RFS-002,22084,Electromagnetic Coil,1,"Ferrite, Copper",Vendor F,30000,12 weeks,Medium,External,A.3,EDA Integration,SEMI S678,Electrical Safety Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,55.0
32,63,2029-02-01 08:00:00,TCU-002,73420,Acoustic Control Unit,1,"Stainless Steel, Plastic",Vendor G,500,12 weeks,Medium,External,A.2,"Lamp Assembly, Testing",SEMI S234,Voltage Limiting Test,Provided by vendor,Level 1,78.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,169.0
100,87,2029-10-01 08:00:00,CSU-001,11223,Extreme Ultraviolet Light Source,1,"Aluminum, Glass",Vendor E,23663,8 weeks,High,External,A.2,EDA Integration,SEMI S567,Plasma Resonance Frequency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,164.0
98,18,2024-11-01 08:00:00,GSU-001,52496,Gas Delivery Unit,1,"Polyethylene, Aluminum",Vendor D,500,8 weeks,High,External,B.2,EMF Integration,SEMI S456,Visual Inspection,Provided by vendor,Level 1,113.0,Custom crate,"RoHS, REACH",-,240.0
28,100,2023-11-01 08:00:00,EDA-001,53027,Laser Beam Collimation Unit,1,Stainless Steel,Vendor Y,500,10 weeks,Low,External,A.3,ACU Integration,SEMI S567,Visual Inspection,Provided by vendor,Level 1,136.0,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,240.0
24,100,2028-06-01 08:00:00,LPC-002,47072,Terahertz Spectroscopy Module,1,"Quartz, Plastic",Vendor EEE,6119,14 weeks,High,External,B.2,PLD Integration,SEMI S345,Functional Tests,Provided by vendor,Level 1,93.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
98,95,2027-10-01 08:00:00,PSD-002,11223,High-Pressure System,1,Stainless Steel,Vendor DDD,500,12 weeks,Medium,External,A.2,Electronic Assembly,SEMI S567,Image Resolution Test,Provided by vendor,Level 1,84.0,Custom crate,"RoHS, REACH",-,87.0
64,42,2027-05-01 08:00:00,MAS-002,11223,Liquid Vaporizer Device,1,"Polyethylene, Aluminum",Vendor R,500,8 weeks,Medium,External,A.2,FTIR Spectroscopy Integration,SEMI S345,Remote Tuning Tests,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,201.0
86,41,2024-03-01 08:00:00,EUV-001,11223,Laser Spectroscopy Module,1,"Plastic, Aluminum",Vendor X,500,8 weeks,High,External,A.2,Electronics Integration,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,67.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,123.0
0,65,2026-04-01 08:00:00,GSU-001,99002,Gas purification and filtration,1,Zinc Sulfide,Vendor D,500,12 weeks,High,External,A.2,Gas Supply System Assembly,SEMI S567,Resolution Enhancement Test,Provided by vendor,Level 2,64.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,30.0
71,93,2028-04-01 08:00:00,SPA-001,99002,Cathode Voltage Limiter,1,"Copper, Teflon",Vendor Q,23008,8 weeks,High,External,A.1,Electronic Assembly,SEMI S678,Spectral Analysis Test,Provided by vendor,Level 1,25.0,Custom packaging,"RoHS, REACH",-,240.0
100,100,2023-03-01 08:00:00,EMC-003,84073,Specialized chamber for etching process,1,Electronic Components,Vendor BBB,17596,4 weeks,High,External,A.2,FTIR Spectroscopy Integration,SEMI S567,Pressure Calibration,Provided by vendor,Level 1,7.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,57.0
42,22,2024-10-01 08:00:00,SPG-001,99002,Gas Supply Unit,1,Ceramic,Vendor YY,500,12 weeks,High,External,B.2,PAS Integration,ISO 14001,Spectral Analysis Test,Provided by vendor,Level 2,122.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,234.0
1,100,2024-05-01 08:00:00,HPS-002,99002,Pressure Gauge,1,Titanium,Vendor HH,1108,12 weeks,Low,External,A.2,LPC Integration,SEMI S678,Microstructural Analysis,Provided by vendor,Level 2,133.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,198.0
0,4,2029-09-01 08:00:00,PWM-001,99002,Ion source for plasma etching,1,Titanium,Vendor M,500,8 weeks,Medium,External,A.1,GDU Assembly,SEMI S345,Mass Resolution Test,Provided by vendor,Level 1,97.0,Custom packaging,"RoHS, REACH",-,8.0
100,100,2029-06-01 08:00:00,DTP-001,11223,High-Voltage Supply,1,"Titanium, Glass",Vendor QQ,500,12 weeks,Low,External,A.1,Vacuum Technology,SEMI S678,Visual Inspection,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,60.0
84,90,2029-07-01 08:00:00,ACP-001,42790,Thermal Control Unit,1,Carbon Composite,Vendor YY,30000,8 weeks,Low,External,B.2,Thermal Probe Assembly,SEMI S567,Beam Collimation Accuracy Test,Provided by vendor,Level 1,173.0,Custom crate,"RoHS, REACH",-,8.0
0,26,2029-10-01 08:00:00,HPS-002,81117,Valve for Gas Distribution,1,"Zinc Sulfide, Aluminum",Vendor YY,2826,15 weeks,High,External,A.1,Thermoelectric Cooling,SEMI S567,Temperature Stability Test,Provided by vendor,Level 2,161.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
85,83,2023-09-01 08:00:00,DAC-002,99002,Gas Supply Unit,1,Software,Vendor O,9941,10 weeks,Medium,External,A.2,EDA Integration,SEMI S234,Flow Rate Test,Provided by vendor,Level 1,157.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,8.0
77,88,2027-09-01 08:00:00,UTS-002,99002,High-Voltage Modulator,1,"Gold, Polymer",Vendor R,30000,10 weeks,Medium,External,A.2,CNC Machining,SEMI S789,Ion Dose Uniformity Test,Provided by vendor,Level 2,121.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,136.0
93,32,2027-04-01 08:00:00,GC-003,11223,Valve for Gas Distribution,1,"Copper, Silicon",Vendor WW,500,8 weeks,Medium,External,A.1,LBC Integration,ISO 9001,Mass Spectrometry Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,215.0
89,90,2025-08-01 08:00:00,PLC-002,99002,Gas Chromatography Module,1,Ceramic,Vendor C,500,10 weeks,High,External,A.1,Leak Checker Assembly,SEMI S567,Particle Acceleration Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,220.0
100,100,2030-02-01 08:00:00,LID-001,99002,Electrochemical Deposition Apparatus,1,"Silicon, Plastic",Vendor S,30000,12 weeks,High,External,A.1,Photolithography Integration,SEMI S567,Electrical Tests,Provided by vendor,Level 2,167.0,Custom crate,"RoHS, REACH",-,167.0
100,91,2030-05-01 08:00:00,CSU-001,37924,Gas purification and filtration,1,"Copper, Ceramic",Vendor Y,18986,8 weeks,Medium,External,A.1,Electronic Assembly,SEMI S567,Magnetic Field Strength Test,Provided by vendor,Level 1,161.0,Custom crate,"RoHS, REACH",-,240.0
27,100,2030-06-01 08:00:00,CMP-002,99002,High-performance vacuum system,1,Stainless Steel,Vendor MM,30000,16 weeks,Medium,External,B.2,PMS Integration,SEMI S345,Pressure Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,39.0
19,93,2030-01-01 08:00:00,PLD-001,21184,High-performance vacuum system,1,"Electronic Components, Plastic",Vendor E,24564,10 weeks,Low,External,B.1,MAS Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,125.0
37,93,2023-11-01 08:00:00,PPS-002,99002,High-Voltage Modulator,1,"Stainless Steel, Glass",Vendor FFF,3759,12 weeks,Medium,External,B.1,Vacuum Sealing,SEMI S234,Pressure Calibration,Provided by vendor,Level 1,92.0,Custom packaging,"RoHS, REACH",-,236.0
88,88,2030-01-01 08:00:00,DTP-001,24206,Precision temperature control,1,Tungsten,Vendor Z,9590,18 weeks,High,External,A.3,IMS Integration,SEMI S456,Activation Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,142.0
100,40,2028-12-01 08:00:00,RFQ-002,11223,Ion source for plasma etching,1,Quartz,Vendor II,16571,12 weeks,Medium,External,A.3,Integration of Components,SEMI S345,Pressure Test,Provided by vendor,Level 2,158.0,Custom crate,"RoHS, REACH",-,152.0
54,100,2025-02-01 08:00:00,GC-002,99002,Laser Beam Collimation Unit,1,Stainless Steel,Vendor QQ,30000,12 weeks,Medium,External,A.2,RMS Integration,ISO 14001,RFQ Stability Test,Provided by vendor,Level 1,200.0,Custom crate,"RoHS, REACH",-,8.0
6,69,2024-11-01 08:00:00,CVL-002,31947,Vacuum Sealing System,1,"Glass, Quartz",Vendor SS,500,8 weeks,Medium,External,A.2,Advanced Plasma Generation,SEMI S678,Mass Resolution Test,Provided by vendor,Level 1,67.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,132.0
93,86,2029-08-01 08:00:00,TSP-002,11223,Thermal Evaporation Source,1,"Stainless Steel, Glass",Vendor J,500,8 weeks,High,External,B.1,HPS Integration,SEMI S678,Microstructural Analysis,Provided by vendor,Level 1,152.0,Custom crate,"RoHS, REACH",-,120.0
52,100,2028-12-01 08:00:00,VLC-002,40743,Hydrogen Gas Activation Unit,1,Stainless Steel,Vendor C,30000,10 weeks,High,External,A.1,Electronics Integration,SEMI S234,Milling Efficiency Test,Provided by vendor,Level 1,31.0,Custom crate,"RoHS, REACH",-,120.0
100,93,2025-10-01 08:00:00,CHM-001,11223,Vacuum Leak Checker,1,Stainless Steel,Vendor W,30000,12 weeks,Low,External,A.2,Plasma Brush Technology,SEMI S678,Particle Acceleration Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,81,2028-01-01 08:00:00,EDA-001,59165,Electrostatic Magnetic Field Module,1,"Plastic, Aluminum",Vendor ZZ,30000,10 weeks,High,External,A.3,MIR Spectroscopy Integration,SEMI S567,Activation Efficiency Test,Provided by vendor,Level 2,200.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
57,94,2029-09-01 08:00:00,TCU-002,81879,Mass Spectrometry Analyzer,1,"Stainless Steel, Glass",Vendor S,30000,10 weeks,High,External,B.2,Pressure Gauge Assembly,SEMI S678,Magnetic Field Uniformity Test,Provided by vendor,Level 1,179.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,162.0
98,44,2028-07-01 08:00:00,AFR-002,99002,Electromagnetic Coil,1,Ceramic,Vendor M,500,8 weeks,High,External,A.2,GDU Assembly,SEMI S789,Mass Spectrometry Test,Provided by vendor,Level 1,178.0,Custom packaging,"RoHS, REACH",-,240.0
28,15,2023-09-01 08:00:00,TOF-001,99002,Fourier Transform Infrared Spectroscopy Module,1,"Glass, Quartz",Vendor VV,30000,12 weeks,Low,External,A.3,RTS Integration,SEMI S567,Resolution Test,Provided by vendor,Level 2,163.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,29.0
79,56,2025-02-01 08:00:00,FTS-002,11223,Calibration Kit,1,"Polyethylene, Aluminum",Vendor D,13328,8 weeks,High,External,A.2,Robotic Assembly,SEMI S345,Pressure Calibration,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,240.0
56,90,2026-05-01 08:00:00,ACU-002,99002,Dielectric Barrier Discharge Unit,1,"Stainless Steel, Glass",Vendor O,25778,8 weeks,High,External,A.2,MFM Integration,SEMI S567,Vaporization Rate Test,Provided by vendor,Level 2,75.0,Custom packaging,"RoHS, REACH",-,48.0
100,69,2029-02-01 08:00:00,DAS-002,99002,Thermal Control Unit,1,Electronic Components,Vendor B,2427,15 weeks,High,External,A.3,CPS Integration,SEMI S345,Spectral Resolution Test,Provided by vendor,Level 2,149.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,80.0
100,47,2027-11-01 08:00:00,WHS-001,11223,Reactive Mass Spectrometry Module,1,"Zinc Sulfide, Aluminum",Vendor S,30000,22 weeks,Medium,External,A.3,Robotic Assembly,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 2,80.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,35.0
83,1,2026-09-01 08:00:00,ESR-002,22216,Data Acquisition System,1,"Quartz, Plastic",Vendor F,500,14 weeks,Medium,External,A.2,AFM Integration,SEMI S345,Electrical Tests,Provided by vendor,Level 1,71.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,8.0
43,94,2025-10-01 08:00:00,RTS-001,58356,Mass Spectrometer Interface,1,"Zinc Sulfide, Aluminum",Vendor X,30000,10 weeks,High,External,A.3,Software Development,SEMI S678,Leak Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,235.0
8,100,2027-04-01 08:00:00,PSU-002,79118,Robot arm and wafer chuck,1,"Electronic Components, Plastic",Vendor UU,30000,20 weeks,High,External,B.2,Electronic Assembly,SEMI S678,Performance Test,Provided by vendor,Level 2,170.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
100,0,2025-09-01 08:00:00,GSU-001,11223,High-Flow Sampling System,1,"Ceramic, Polyurethane",Vendor LL,15331,15 weeks,Medium,External,A.2,"CNC Machining, Welding",SEMI S345,Mass Spectrometry Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,42.0
100,73,2024-06-01 08:00:00,PLD-001,99002,Laser Beam Collimation Unit,1,Stainless Steel,Vendor U,30000,12 weeks,High,External,A.1,Integration of Components,SEMI S456,Spectral Analysis Test,Provided by vendor,Level 2,178.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,33.0
26,100,2029-11-01 08:00:00,TCU-002,45079,Ion Implantation Module,1,Stainless Steel,Vendor II,30000,8 weeks,High,External,A.1,LSM Integration,SEMI S345,Resolution Test,Provided by vendor,Level 2,154.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,234.0
100,90,2029-10-01 08:00:00,GC-003,11223,Calibration Kit,1,Stainless Steel,Vendor AA,500,15 weeks,High,External,A.3,RMS Integration,SEMI S567,Pressure Calibration,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
100,100,2026-03-01 08:00:00,PMS-001,98603,Liquid Delivery System,1,Electronic Components,Vendor M,500,10 weeks,Medium,External,A.2,RMS Integration,ISO 9001,Acoustic Wave Control Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,50.0
0,65,2029-09-01 08:00:00,SPA-001,99002,High-voltage power supply,1,"Electronic Components, Plastic",Vendor AA,9792,8 weeks,Medium,External,A.2,Valve Assembly,SEMI S567,High-Voltage Tests,Provided by vendor,Level 1,174.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,8.0
64,89,2029-12-01 08:00:00,CVL-002,24717,Laser Beam Collimation Unit,1,"Ferrite, Copper",Vendor WW,500,15 weeks,High,External,A.1,DBD Integration,SEMI S345,Spectral Analysis Test,Provided by vendor,Level 1,85.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,8.0
85,26,2028-07-01 08:00:00,TSP-002,41358,Fourier Transform Spectrometer Module,1,Electronic Components,Vendor Z,2701,8 weeks,High,External,A.1,Robotic Assembly,SEMI S345,Electrical Safety Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,62.0
83,70,2025-02-01 08:00:00,MEMS-002,11223,Photolithography Enhancement Unit,1,Tungsten,Vendor Z,500,8 weeks,Medium,External,A.1,Injection Molding,SEMI S234,Gas Purity Analysis,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,146.0
96,85,2024-10-01 08:00:00,CST-001,99002,Thermal Stability Probe,1,"Copper, Silicon",Vendor J,30000,12 weeks,Medium,External,B.2,Nanoparticle Deposition,SEMI S567,Functional Tests,Provided by vendor,Level 2,178.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,116.0
15,0,2025-12-01 08:00:00,VAL-002,11223,Remote Tuning System,1,"Titanium, Polypropylene",Vendor W,500,6 weeks,Medium,External,A.2,Flow Rate Calibration,SEMI S456,Electromagnetic Compatibility Test,Provided by vendor,Level 2,68.0,Custom crate,"RoHS, REACH",-,226.0
78,52,2026-06-01 08:00:00,PLD-001,60645,Micro-Etching Module,1,"Steel, Brass",Vendor C,500,8 weeks,Medium,External,B.1,Precision Machining,SEMI S678,Ultrasonic Testing,Provided by vendor,Level 1,11.0,Custom packaging,"RoHS, REACH",-,79.0
0,59,2029-12-01 08:00:00,CST-001,11223,Lamp for Plasma Source,1,Aluminum,Vendor EE,25808,8 weeks,High,External,A.2,FTIR Spectroscopy Integration,SEMI S789,Terahertz Wave Analysis,Provided by vendor,Level 1,37.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
16,85,2026-10-01 08:00:00,EMS-002,99002,Nanoparticle Deposition Module,1,Stainless Steel,Vendor LL,2333,16 weeks,High,External,A.1,Flow Rate Calibration,SEMI S345,Separation Efficiency Test,Provided by vendor,Level 1,180.0,Custom crate,"RoHS, REACH",-,185.0
33,42,2027-03-01 08:00:00,EMF-002,89751,Precision temperature control,1,Electronic Components,Vendor ZZ,7913,15 weeks,Medium,External,B.1,Quartz Fabrication,ISO 9001,Atmospheric Control Tests,Provided by vendor,Level 2,152.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,141.0
