Component Name;Part Number;Description;Quantity;Material;Supplier;Unit Cost;Lead Time;Criticality;Source of Supply;Revision Level;Manufacturing Process;Quality Standards;Testing Requirements;Assembly Instructions;Subassembly Level;Weight;Packaging Information;Environmental Compliance;Safety Considerations
Vacuum System;CS-002;High-performance vacuum system;1;Various;Vendor F;$18,000;20 weeks;Medium;External;A.3;Vacuum Technology;SEMI S234;Gas Flow Stability Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Gas Delivery System;PCU-002;Specialized chamber for etching process;1;Stainless Steel;Vendor N;$8,000;14 weeks;Medium;External;B.1;Thermoelectric Cooling;SEMI S890;Vacuum Integrity Test;Provided by vendor;Level 2;45 kg;Custom crate;RoHS, REACH;-
Temperature Control Unit;TCU-002;Diagnostic tools for monitoring plasma;1;Inconel;Vendor E;$30,000;14 weeks;Medium;External;A.3;Integration of Components;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;80 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Plasma Source Assembly;PCU-002;Main chamber body;1;Polypropylene;Vendor K;$22,000;15 weeks;Medium;External;A.2;Software Development;SEMI S234;Electrical Safety Tests;Provided by vendor;Level 2;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Control Unit;CS-002;Software system for process control;1;Software;Vendor G;$8,000;10 weeks;Medium;External;A.2;Software Development;ISO 9001;Pressure Test;Provided by vendor;Level 1;50 kg;Custom crate;RoHS, REACH;-
Wafer Handling System;PCU-002;Precision temperature control;1;Software;Vendor Q;$8,000;10 weeks;High;External;A.1;CNC Machining;SEMI S678;Helium Leak Test;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;-
Chamber Assembly;CHM-001;High-voltage power supply;1;Aluminum Alloy;Vendor N;$10,000;8 weeks;Medium;External;A.1;Flow Rate Calibration;SEMI S678;Robotic Tests;Provided by vendor;Level 1;45 kg;Custom crate;RoHS, REACH;Safety interlocks during maintenance
Temperature Control Unit;PDM-002;Precision temperature control;1;Stainless Steel;Vendor G;$25,000;12 weeks;Medium;External;A.1;Software Development;SEMI S789;Electrical Tests;Provided by vendor;Level 1;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Wafer Handling System;CSS-002;Precision temperature control;1;Aluminum Alloy;Vendor O;$8,000;15 weeks;High;External;A.1;Thermoelectric Cooling;SEMI S678;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;-
Power Supply Unit;WHS-001;RF Generator and Electrostatic Chuck Assembly;1;Aluminum Alloy;Vendor O;$20,000;12 weeks;Medium;External;A.3;Integration of Diagnostics;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Control Unit;WHS-001;Software system for process control;1;Electronic Components;Vendor I;$15,000;10 weeks;Medium;External;A.1;CNC Machining, Welding;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Control Unit;CSS-002;Closed-loop coolant system;1;Stainless Steel;Vendor A;$8,000;10 weeks;High;External;A.1;Robotic Assembly;ISO 9001;Mass Spectrometry Test;Provided by vendor;Level 1;30 kg;Custom crate;RoHS, REACH;-
Power Supply Unit;PDM-002;Robot arm and wafer chuck;1;Stainless Steel;Vendor H;$15,000;8 weeks;Medium;External;B.1;Vacuum Technology;SEMI S456;Leak Test;Provided by vendor;Level 1;40 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Wafer Handling System;CS-002;Gas distribution manifold;1;Copper, Silicon;Vendor E;$30,000;22 weeks;High;External;A.1;Automated Loading;SEMI S345;Gas Flow Stability Test;Provided by vendor;Level 1;50 kg;Digital delivery;RoHS, REACH;-
Gas Flow Management System;GDS-001;Ion source for plasma etching;1;Stainless Steel;Vendor J;$20,000;14 weeks;High;External;A.2;Integration of Components;SEMI S789;Vacuum Integrity Test;Provided by vendor;Level 2;50 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Gas Flow Management System;VS-002;High-performance vacuum system;1;Aluminum Alloy;Vendor N;$18,000;12 weeks;High;External;A.1;Robotic Assembly;SEMI S678;Functional Tests;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;-
Plasma Source Assembly;PDM-002;RF Generator and Electrostatic Chuck Assembly;1;Various;Vendor D;$20,000;22 weeks;High;External;A.3;Integration of Components;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Cooling System;GPS-002;Ion source for plasma etching;1;Stainless Steel;Vendor N;$18,000;12 weeks;High;External;B.1;CNC Machining;SEMI S345;Mass Spectrometry Test;Provided by vendor;Level 1;80 kg;Custom crate;RoHS, REACH;Safety interlocks during maintenance
Cooling System;TCU-002;Diagnostic tools for monitoring plasma;1;Copper, Silicon;Vendor D;$18,000;22 weeks;High;External;A.1;Automated Loading;SEMI S345;Visual Inspection;Provided by vendor;Level 2;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Cooling System;LID-001;Gas purification and filtration;1;Software;Vendor G;$10,000;8 weeks;High;External;A.2;Laser Cutting, Assembly;SEMI S345;Helium Leak Test;Provided by vendor;Level 1;45 kg;Custom crate;RoHS, REACH;-
Gas Delivery System;CHM-001;System for controlling gas flow rates;1;Stainless Steel;Vendor L;$16,000;10 weeks;High;External;B.2;Precision Machining;SEMI S345;Mass Spectrometry Test;Provided by vendor;Level 1;40 kg;Custom crate;RoHS, REACH;Safety interlocks during lid opening
Etching Chamber;CS-002;System for loading wafers into chamber;1;Stainless Steel;Vendor O;$8,000;10 weeks;High;External;A.2;Filtration and Purification;SEMI S678;Pressure Test;Provided by vendor;Level 1;90 kg;Custom crate;RoHS, REACH;-
Wafer Handling System;PCU-002;Software system for process control;1;Software;Vendor Q;$15,000;12 weeks;Medium;External;A.1;Filtration and Purification;SEMI S345;Software Testing;Provided by vendor;Level 2;-;Custom packaging;RoHS, REACH;-
Control Software System;CSS-002;Software system for process control;1;Copper, Silicon;Vendor B;$15,000;10 weeks;High;External;A.1;Software Development;ISO 9001;Electrical Safety Tests;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;-
Gas Delivery System;EC-002;Robot arm and wafer chuck;1;Aluminum Alloy, Ceramic;Vendor E;$8,000;10 weeks;High;External;B.1;Software Development;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 2;150 kg;Digital delivery;RoHS, REACH;-
Plasma Source Assembly;CSS-002;Gas distribution manifold;1;Software;Vendor D;$8,000;8 weeks;Medium;External;A.2;CNC Machining, Welding;SEMI S678;Gas Flow Stability Test;Provided by vendor;Level 2;50 kg;Custom packaging;RoHS, REACH;-
Gas Delivery System;PDM-002;Gas distribution manifold;1;Stainless Steel;Vendor L;$8,000;16 weeks;Medium;External;A.1;Robotic Assembly;SEMI S678;Electrical Tests;Provided by vendor;Level 2;200 kg;Custom crate;RoHS, REACH;-
Wafer Loading System;ISA-002;Ion source for plasma etching;1;Titanium;Vendor J;$10,000;14 weeks;Medium;External;B.1;Laser Cutting, Assembly;SEMI S678;Vacuum Integrity Test;Provided by vendor;Level 2;60 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;PCU-002;Main chamber body;1;Aluminum Alloy;Vendor Q;$15,000;8 weeks;High;External;A.1;Electronic Assembly;SEMI S456;Gas Purity Analysis;Provided by vendor;Level 1;150 kg;Digital delivery;RoHS, REACH;Safety interlocks during maintenance
Gas Purification System;GFMS-002;Ion source for plasma etching;1;Stainless Steel;Vendor N;$18,000;14 weeks;Medium;External;A.2;Laser Cutting, Assembly;SEMI S234;Robotic Tests;Provided by vendor;Level 2;30 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Control Software System;CSS-002;Software system for process control;1;Copper, Silicon;Vendor H;$25,000;18 weeks;High;External;A.1;Electronic Assembly;ISO 9001;Electrical Safety Tests;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;WLS-002;Lid for chamber;1;Various;Vendor K;$25,000;8 weeks;Medium;External;A.1;Precision Machining;ISO 9001;Helium Leak Test;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Vacuum System;PDM-002;Software system for process control;1;Aluminum Alloy;Vendor F;$25,000;12 weeks;High;External;A.3;Robotic Assembly;SEMI S567;Gas Flow Stability Test;Provided by vendor;Level 2;200 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;ISA-002;Diagnostic tools for monitoring plasma;1;Quartz;Vendor L;$18,000;20 weeks;Medium;External;B.2;CNC Machining;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Cooling System;CHM-001;High-performance vacuum system;1;Inconel;Vendor F;$18,000;14 weeks;High;External;B.2;Precision Machining;SEMI S567;Mass Spectrometry Test;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;PSA-001;Main chamber body;1;Titanium;Vendor G;$30,000;20 weeks;High;External;B.1;Filtration and Purification;SEMI S234;Diagnostics Performance Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;VS-002;High-performance vacuum system;1;Stainless Steel;Vendor E;$30,000;20 weeks;Medium;External;A.1;CNC Machining;SEMI S678;Robotic Tests;Provided by vendor;Level 1;45 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Plasma Source Assembly;GPS-002;Software system for process control;1;Aluminum Alloy;Vendor G;$8,000;16 weeks;High;External;A.2;Filtration and Purification;SEMI S567;Software Testing;Provided by vendor;Level 1;40 kg;Custom packaging;RoHS, REACH;-
Control Software System;PSU-002;Software system for process control;1;Software;Vendor H;$5,000;8 weeks;High;External;A.1;Software Development;SEMI S345;Helium Leak Test;Provided by vendor;Level 1;120 kg;Digital delivery;RoHS, REACH;Safety interlocks during maintenance
Control Software System;LID-001;Software system for process control;1;Various;Vendor H;$5,000;14 weeks;Medium;External;A.1;Software Development;SEMI S345;Visual Inspection;Provided by vendor;Level 2;120 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Vacuum System;CS-002;Control system for plasma parameters;1;Stainless Steel;Vendor G;$15,000;15 weeks;Medium;External;A.2;Vacuum Technology;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;30 kg;Custom crate;RoHS, REACH;-
Cooling System;GDS-001;Precision temperature control;1;Stainless Steel;Vendor G;$5,000;22 weeks;High;External;B.2;Software Development;SEMI S234;Visual Inspection;Provided by vendor;Level 1;90 kg;Digital delivery;RoHS, REACH;-
Vacuum System;PDM-002;System for controlling gas flow rates;1;Aluminum Alloy;Vendor E;$15,000;16 weeks;Medium;External;A.2;CNC Machining;SEMI S234;Functional Tests;Provided by vendor;Level 2;90 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Gas Purification System;GFMS-002;High-performance vacuum system;1;Stainless Steel;Vendor I;$12,000;20 weeks;Medium;External;B.1;Precision Machining;SEMI S123;Vacuum Integrity Test;Provided by vendor;Level 2;30 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Ion Source Assembly;CSS-002;Software system for process control;1;Software;Vendor Q;$12,000;14 weeks;Medium;External;B.1;Laser Cutting, Assembly;SEMI S789;Visual Inspection;Provided by vendor;Level 1;60 kg;Custom crate;RoHS, REACH;-
Control Software System;CSS-002;Software system for process control;1;Software;Vendor B;$15,000;10 weeks;High;External;A.1;CNC Machining;ISO 9001;Electrical Tests;Provided by vendor;Level 1;150 kg;Digital delivery;RoHS, REACH;-
Vacuum System;VS-002;High-performance vacuum system;1;Stainless Steel;Vendor A;$30,000;20 weeks;Medium;External;B.2;Filtration and Purification;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;100 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Wafer Loading System;PSU-002;High-voltage power supply;1;Aluminum Alloy;Vendor K;$5,000;12 weeks;High;External;A.1;Precision Machining;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;PSU-002;Control system for plasma parameters;1;Copper, Silicon;Vendor H;$8,000;12 weeks;High;External;A.1;Electronic Assembly;ISO 9001;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Digital delivery;RoHS, REACH;Safety interlocks during maintenance
Plasma Control Unit;PCU-002;High-voltage power supply;1;Aluminum Alloy, Ceramic;Vendor N;$30,000;14 weeks;High;External;A.1;Integration of Components;SEMI S567;Electrical Safety Tests;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Etching Chamber;TCU-002;Specialized chamber for etching process;1;Stainless Steel;Vendor N;$20,000;18 weeks;Medium;External;A.2;Quartz Fabrication;SEMI S789;Mass Spectrometry Test;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;-
Wafer Handling System;GPS-002;Gas distribution manifold;1;Aluminum Alloy;Vendor A;$10,000;10 weeks;Medium;External;A.2;Filtration and Purification;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 1;90 kg;Digital delivery;RoHS, REACH;-
Power Supply Unit;PDM-002;System for controlling gas flow rates;1;Aluminum Alloy, Ceramic;Vendor A;$28,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Gas Delivery System;PSU-002;Specialized chamber for etching process;1;Stainless Steel;Vendor O;$12,000;16 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Helium Leak Test;Provided by vendor;Level 2;45 kg;Custom crate;RoHS, REACH;-
Temperature Control Unit;TCU-002;Diagnostic tools for monitoring plasma;1;Various;Vendor A;$10,000;18 weeks;Medium;External;A.3;Integration of Components;SEMI S345;Temperature Stability Test;Provided by vendor;Level 1;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Gas Delivery System;GPS-002;High-performance vacuum system;1;Stainless Steel;Vendor O;$10,000;14 weeks;Medium;External;A.2;Vacuum Technology;SEMI S789;Electrical Safety Tests;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Wafer Loading System;ISA-002;High-performance vacuum system;1;Inconel;Vendor F;$18,000;16 weeks;High;External;A.2;Integration of Diagnostics;SEMI S234;Gas Flow Stability Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;TCU-002;High-voltage power supply;1;Copper, Silicon;Vendor H;$15,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Source Assembly;VS-002;High-performance vacuum system;1;Aluminum Alloy;Vendor E;$10,000;20 weeks;High;External;B.2;CNC Machining;SEMI S567;Robotic Tests;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Power Supply Unit;PSU-002;Gas distribution manifold;1;Electronic Components;Vendor Q;$10,000;12 weeks;High;External;A.1;Electronic Assembly;ISO 9001;Helium Leak Test;Provided by vendor;Level 1;30 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Diagnostics Module;PSA-001;Diagnostic tools for monitoring plasma;1;Copper, Silicon;Vendor O;$10,000;8 weeks;Medium;External;A.1;Electronic Assembly;SEMI S567;Electrical Tests;Provided by vendor;Level 1;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Gas Flow Management System;ISA-002;High-performance vacuum system;1;Stainless Steel;Vendor G;$15,000;20 weeks;Medium;External;B.1;CNC Machining;SEMI S678;Mass Spectrometry Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;-
Wafer Loading System;VS-002;High-performance vacuum system;1;Stainless Steel;Vendor L;$30,000;20 weeks;Medium;External;A.2;Laser Cutting, Assembly;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;80 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Etching Chamber;GDS-001;Software system for process control;1;Polypropylene;Vendor N;$30,000;16 weeks;Medium;External;A.1;Software Development;SEMI S567;Software Testing;Provided by vendor;Level 1;60 kg;Custom crate;RoHS, REACH;-
Plasma Control Unit;WHS-001;High-voltage power supply;1;Copper, Silicon;Vendor H;$20,000;22 weeks;High;External;A.1;Thermoelectric Cooling;SEMI S234;Electrical Safety Tests;Provided by vendor;Level 1;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Power Supply Unit;TCU-002;High-voltage power supply;1;Aluminum Alloy;Vendor A;$25,000;8 weeks;High;External;A.3;Electronic Assembly;SEMI S456;Robotic Tests;Provided by vendor;Level 1;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Gas Flow Management System;WHS-001;Closed-loop coolant system;1;Electronic Components;Vendor Q;$20,000;16 weeks;High;External;B.2;Vacuum Technology;SEMI S567;Temperature Stability Test;Provided by vendor;Level 2;30 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
