Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
55,2025-06-01 08:00:00,SPS-001,11223,High-performance vacuum system,1,Zinc Sulfide,Vendor ZZ,9944,8 weeks,High,External,A.2,Vacuum Technology,SEMI S234,Wavelength Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
42,2025-07-01 08:00:00,ISA-002,20682,Atomic Force Resonance Module,1,Titanium,Vendor YY,30000,16 weeks,High,External,A.2,Integration of Diagnostics,SEMI S234,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,48,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
1,2024-11-01 08:00:00,PCU-002,19812,Main chamber body,1,Quartz,Vendor LL,5000,8 weeks,Medium,External,A.2,Ultrasonic Testing Integration,SEMI S456,Terahertz Wave Analysis,Provided by vendor,Level 2,57,Custom crate,"RoHS, REACH",Safety interlocks during operation,141.0
0,2023-01-01 08:00:00,VS-002,24036,Data Acquisition System,1,Stainless Steel,Vendor FF,30000,12 weeks,High,External,A.1,Plasma Brush Technology,SEMI S678,Reactive Ionization Test,Provided by vendor,Level 1,34,Custom packaging,"RoHS, REACH",-,240.0
31,2027-09-01 08:00:00,PRA-001,19127,Liquid Chromatography Unit,1,"Aluminum Alloy, Glass",Vendor O,25831,10 weeks,Medium,External,A.3,AFM Integration,SEMI S345,Leak Test,Provided by vendor,Level 1,47,Custom crate,"RoHS, REACH",-,90.0
20,2026-04-01 08:00:00,PHOTO-002,99001,Electrochemical Deposition Apparatus,1,"Aluminum Alloy, Glass",Vendor F,27847,12 weeks,Medium,External,B.2,CNC Machining,SEMI S789,Voltage Limiting Test,Provided by vendor,Level 2,75,Custom packaging,"RoHS, REACH",-,119.0
33,2026-01-01 08:00:00,EC-002,77104,Atomic Force Resonance Module,1,Zinc Selenide,Vendor MM,27986,18 weeks,High,External,A.3,"Laser Cutting, Assembly",SEMI S678,Electrical Tests,Provided by vendor,Level 2,32,Custom crate,"RoHS, REACH",-,240.0
0,2027-05-01 08:00:00,THZ-001,99001,Diagnostic tools for monitoring plasma,1,Polypropylene,Vendor P,30000,16 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 1,108,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-04-01 08:00:00,GC-002,12580,Plasma Monitoring System,1,"Stainless Steel, Polyethylene",Vendor A,15237,8 weeks,Medium,External,A.1,Plasma Brush Technology,SEMI S456,Data Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
58,2024-06-01 08:00:00,CVL-002,67858,Cathode Voltage Limiter,1,"Copper, Ceramic",Vendor GG,24628,8 weeks,High,External,A.2,Photolithography Integration,SEMI S345,Diagnostics Performance Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,152.0
11,2027-06-01 08:00:00,HEA-002,78053,Diagnostic tools for monitoring plasma,1,Polypropylene,Vendor RR,16619,15 weeks,High,External,A.3,Software Development,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,72,Custom packaging,"RoHS, REACH",Safety interlocks during operation,98.0
29,2025-02-01 08:00:00,CHM-001,99001,Time-of-Flight Mass Spectrometry Module,1,Stainless Steel,Vendor EE,13571,14 weeks,High,External,A.2,Robotic Assembly,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,31,Custom crate,"RoHS, REACH",-,136.0
12,2025-05-01 08:00:00,PHOTO-002,99001,Low-Pressure Chamber Module,1,Electronic Components,Vendor HH,5000,10 weeks,Medium,External,A.2,RFQ Integration,SEMI S567,Electrical Safety Tests,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
56,2027-04-01 08:00:00,RFQ-002,76834,Hydrogen Gas Activation Unit,1,"Aluminum Alloy, Ceramic",Vendor MM,20948,20 weeks,Medium,External,B.2,Integration of Diagnostics,SEMI S678,Mass Spectrometry Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,113.0
58,2026-08-01 08:00:00,GDS-001,87393,Fourier Transform Infrared Spectroscopy Module,1,Software,Vendor WW,5000,12 weeks,Medium,External,A.2,DTP Integration,SEMI S678,Leak Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
9,2023-09-01 08:00:00,CMP-002,25977,Radio Frequency Quadrupole Unit,1,"Glass, Quartz",Vendor W,5000,15 weeks,Medium,External,B.2,Electronics Integration,SEMI S345,Data Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
3,2024-03-01 08:00:00,CHM-001,79175,Plasma Resonance Analyzer,1,Stainless Steel,Vendor MM,5786,14 weeks,Medium,External,A.3,MAS Integration,SEMI S567,Mass Resolution Test,Provided by vendor,Level 1,76,Custom crate,"RoHS, REACH",-,240.0
51,2024-10-01 08:00:00,FTIR-001,95106,Lid for chamber,1,Carbon Composite,Vendor XYZ,28129,12 weeks,High,External,A.1,AFM Integration,SEMI S567,Ultrasonic Testing,Provided by vendor,Level 2,34,Custom crate,"RoHS, REACH",-,205.0
0,2025-04-01 08:00:00,RFS-002,99001,Radio Frequency Quadrupole Unit,1,Zinc Selenide,Vendor C,19530,12 weeks,High,External,B.2,"Laser Cutting, Assembly",SEMI S789,Spectral Resolution Test,Provided by vendor,Level 2,99,Custom crate,"RoHS, REACH",,240.0
21,2024-09-01 08:00:00,PHOTO-002,99001,Terahertz Spectroscopy Module,1,Various,Vendor D,30000,22 weeks,High,External,A.3,Vacuum Technology,SEMI S234,Separation Efficiency Test,Provided by vendor,Level 2,85,,"RoHS, REACH",Safety interlocks during operation,161.0
45,2025-10-01 08:00:00,CVL-002,76684,Electrochemical Deposition Apparatus,1,Ceramic,Vendor GG,30000,18 weeks,High,External,A.3,Electronics Integration,SEMI S456,Visual Inspection,Provided by vendor,Level 2,32,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
50,2027-06-01 08:00:00,VS-002,92561,Atomic Force Microscope Attachment,1,"Inconel, Polyurethane",Vendor LL,10591,18 weeks,Medium,External,A.2,Integration of Components,SEMI S789,Voltage Limiting Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,124.0
48,2025-11-01 08:00:00,CVL-002,12416,High-voltage power supply,1,"Aluminum Alloy, Glass",Vendor W,26839,16 weeks,Medium,External,A.2,Plasma Brush Technology,SEMI S567,Microstructural Analysis,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,138.0
0,2025-10-01 08:00:00,MFM-002,17627,Fourier Transform Spectrometer Module,1,"Copper, Silicon",Vendor FFF,11059,16 weeks,High,External,A.3,Nanoparticle Deposition,SEMI S456,Cleaning Efficiency Test,Provided by vendor,Level 1,42,,"RoHS, REACH",Safety interlocks during operation,240.0
18,2023-09-01 08:00:00,RFS-002,11223,Scanning Probe Microscopy System,1,"Gold, Quartz",Vendor VV,5000,10 weeks,Medium,External,A.2,Filtration and Purification,SEMI S789,Ultrasonic Testing,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,125.0
45,2027-11-01 08:00:00,PLC-002,18553,Ultrasonic Testing System,1,"Stainless Steel, Glass",Vendor Z,5000,12 weeks,Medium,External,A.2,HEA Integration,SEMI S678,Polishing Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,240.0
28,2023-03-01 08:00:00,LC-002,27352,Atomic Force Resonance Module,1,"Zinc Sulfide, Aluminum",Vendor GG,5785,10 weeks,High,External,B.2,FTIR Spectroscopy Integration,SEMI S234,Mass Resolution Test,Provided by vendor,level 1,77,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-05-01 08:00:00,TCU-002,62762,Fourier Transform Spectrometer Module,1,Aluminum Alloy,Vendor CCC,30000,18 weeks,High,External,A.3,Nanoparticle Deposition,SEMI S456,Diagnostics Performance Test,Provided by vendor,Level 2,103,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
57,2024-10-01 08:00:00,PDM-002,86452,Precision temperature control,1,Ceramic,Vendor VV,20270,18 weeks,High,External,A.1,Software Development,SEMI S567,Activation Efficiency Test,Provided by vendor,Level 1,92,,,Safety interlocks during operation,170.0
17,2025-05-01 08:00:00,PMS-001,99001,Ion source for plasma etching,1,"Aluminum, Glass",Vendor UU,5000,20 weeks,Medium,External,A.1,DTP Integration,SEMI S234,Vacuum Integrity Test,Provided by vendor,level 1,47,Custom crate,"RoHS, REACH",-,178.0
0,2027-07-01 08:00:00,PMS-001,11223,Plasma Monitoring System,1,"Stainless Steel, Glass",Vendor C,5000,14 weeks,Medium,External,B.1,Electronic Assembly,SEMI S345,Magnetic Field Strength Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2024-02-01 08:00:00,PCB-002,99001,Dynamic Temperature Profiler,1,"Ceramic, Polyurethane",Vendor Q,30000,22 weeks,Medium,External,B.2,"Laser Cutting, Assembly",SEMI S678,Plasma Characteristics Analysis,Provided by vendor,Level 2,132,Custom packaging,"RoHS, REACH",Safety interlocks during operation,209.0
13,2024-04-01 08:00:00,LC-002,33734,Mass Spectrometry Analyzer,1,"Copper, Ceramic",Vendor EEE,30000,22 weeks,High,External,B.2,SPS Integration,SEMI S234,Activation Efficiency Test,Provided by vendor,Level 2,49,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
53,2024-01-01 08:00:00,LPC-002,14497,Cathode Voltage Limiter,1,Stainless Steel,Vendor W,21257,10 weeks,Medium,External,B.2,HVM Integration,SEMI S567,Mass Resolution Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
56,2023-12-01 08:00:00,LC-002,99001,Ion Implantation Module,1,Zinc Sulfide,Vendor CC,30000,10 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S567,Electrical Safety Tests,Provided by vendor,Level 2,42,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
10,2026-03-01 08:00:00,GC-002,12658,Terahertz Spectroscopy Module,1,Electronic Components,Vendor MM,5000,14 weeks,High,External,A.2,CMP Technology,SEMI S789,Resolution Enhancement Test,Provided by vendor,Level 2,47,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2023-01-01 08:00:00,THZ-001,63143,Fourier Transform Infrared Spectroscopy Module,1,"Inconel, Polyurethane",Vendor J,23995,12 weeks,High,External,B.1,RMS Integration,SEMI S234,Electrical Safety Tests,Provided by vendor,Level 2,148,Custom crate,"RoHS, REACH",Safety interlocks during operation,116.0
23,2024-01-01 08:00:00,ISA-002,39579,Fourier Transform Infrared Spectroscopy Module,1,Carbon Composite,Vendor YY,8362,12 weeks,High,External,B.1,CVL Integration,SEMI S789,Polishing Uniformity Test,Provided by vendor,Level 1,35,Custom crate,"RoHS, REACH",Safety interlocks during operation,132.0
10,2025-05-01 08:00:00,LID-001,11223,High-Voltage Modulator,1,"Glass, Quartz",Vendor A,18470,18 weeks,Medium,External,A.3,DAS Integration,SEMI S456,Terahertz Wave Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
24,2026-02-01 08:00:00,HEA-002,11223,Magnetic Field Manipulation Unit,1,Quartz,Vendor DDD,30000,18 weeks,High,External,A.3,MFM Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 1,87,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-08-01 08:00:00,AFR-002,89449,Atomic Force Resonance Module,1,"Gold, Quartz",Vendor K,13652,12 weeks,High,External,A.3,HVM Integration,SEMI S234,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,42,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2026-12-01 08:00:00,AFR-002,24434,Control system for plasma parameters,1,Stainless Steel,Vendor CCC,30000,12 weeks,Medium,External,A.2,CVL Integration,SEMI S567,Mass Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,90.0
54,2024-10-01 08:00:00,SPA-001,34416,Plasma Cleaning Brush Unit,1,"Electronic Components, Ceramic",Vendor VV,16361,15 weeks,Medium,External,A.1,"CNC Machining, Welding",SEMI S890,Ultrasonic Testing,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,172.0
44,2025-07-01 08:00:00,PDM-002,39885,Electrostatic Magnetic Field Module,1,Various,Vendor EE,17247,18 weeks,High,External,A.3,ACU Integration,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 2,119,Custom crate,"RoHS, REACH",Safety interlocks during operation,92.0
0,2024-05-01 08:00:00,HGA-001,99001,Hydrogen Gas Activation Unit,1,Electronic Components,Vendor EEE,12581,15 weeks,High,External,B.2,Hydrogen Activation Process,SEMI S234,Mass Resolution Test,Provided by vendor,Level 2,136,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
39,2026-01-01 08:00:00,UTS-002,11223,Atomic Force Resonance Module,1,"Polyethylene, Silicon",Vendor AA,28543,20 weeks,Medium,External,A.2,EDA Integration,SEMI S234,Pressure Uniformity Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
56,2024-04-01 08:00:00,EC-002,99001,Mid-Infrared Spectroscopy Module,1,"Polyethylene, Silicon",Vendor P,30000,20 weeks,High,External,A.3,Software Development,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,25,,"RoHS, REACH",Safety interlocks during operation,240.0
20,2024-10-01 08:00:00,NEW-001,40355,Digital-to-Analog Converter,1,Silicon,Vendor R,26744,14 weeks,High,External,A.2,THZ Spectroscopy Integration,SEMI S789,Microstructural Analysis,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,240.0
57,2025-09-01 08:00:00,PCS-002,39764,Reactive Mass Spectrometry Module,1,"Stainless Steel, Glass",Vendor ZZ,5275,10 weeks,High,External,B.2,MFM Integration,SEMI S567,Mass Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",,90.0
10,2026-01-01 08:00:00,LID-001,34150,Reactive Mass Spectrometry Module,1,"Aluminum Alloy, Glass",Vendor TT,28661,10 weeks,High,External,A.3,Remote Plasma Technology,SEMI S345,Helium Leak Test,Provided by vendor,Level 2,43,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
28,2027-02-01 08:00:00,TOF-001,62511,Plasma Monitoring System,1,Silicon,Vendor DDD,17385,16 weeks,High,External,A.3,PMS Integration,SEMI S345,Helium Leak Test,Provided by vendor,Level 2,70,Custom crate,"RoHS, REACH",Safety interlocks during operation,202.0
0,2027-01-01 08:00:00,CMP-002,11223,Plasma Control System,1,"Aluminum Alloy, Glass",Vendor CCC,5000,8 weeks,Medium,External,A.3,CVL Integration,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,234.0
10,2026-08-01 08:00:00,ION-002,11223,Dynamic Temperature Profiler,1,"Copper, Magnetic Alloy",Vendor CC,24737,16 weeks,High,External,A.3,PMS Integration,SEMI S789,Voltage Modulation Test,Provided by vendor,Level 2,61,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
7,2023-02-01 08:00:00,ION-002,11223,Plasma Control Software System,1,Silicon,Vendor ZZ,16911,10 weeks,High,External,A.2,LC Integration,SEMI S456,Voltage Modulation Test,Provided by vendor,Level 1,57,Custom crate,"RoHS, REACH",,90.0
2,2023-07-01 08:00:00,VS-002,91911,Lid for chamber,1,"Inconel, Polyurethane",Vendor F,30000,14 weeks,High,External,A.1,FTS Integration,SEMI S678,Mass Accuracy Test,Provided by vendor,Level 2,143,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
1,2025-04-01 08:00:00,THZ-001,11830,Robot arm and wafer chuck,1,"Titanium, Quartz",Vendor SS,15733,15 weeks,Medium,External,A.2,CVL Integration,SEMI S567,Separation Efficiency Test,Provided by vendor,Level 2,101,Custom crate,"RoHS, REACH",Safety interlocks during operation,188.0
10,2025-06-01 08:00:00,EC-002,11223,Fourier Transform Spectrometer Module,1,"Electronic Components, Ceramic",Vendor AAA,18732,22 weeks,High,External,A.3,DBD Integration,SEMI S234,Helium Leak Test,Provided by vendor,Level 2,116,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-06-01 08:00:00,GDS-001,99001,Photolithography Enhancement Unit,1,"Gold, Polymer",Vendor UU,26755,20 weeks,High,External,B.2,Vacuum Technology,SEMI S456,Magnetic Field Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,240.0
58,2026-09-01 08:00:00,DAC-002,66007,Gas Chromatography Module,1,Stainless Steel,Vendor BB,24734,10 weeks,Medium,External,A.2,HEA Integration,SEMI S567,Separation Efficiency Test,Provided by vendor,Level 1,25,Digital delivery,"RoHS, REACH",Safety interlocks during operation,90.0
41,2023-06-01 08:00:00,GC-002,11719,Laser Beam Collimation Unit,1,"Zinc Sulfide, Aluminum",Vendor UU,19030,16 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Vacuum Integrity Test,Provided by vendor,Level 2,30,Custom packaging,"RoHS, REACH",,240.0
33,2027-06-01 08:00:00,PSA-001,99001,Diagnostic tools for monitoring plasma,1,"Stainless Steel, Glass",Vendor V,30000,15 weeks,High,External,A.2,Hydrogen Activation Process,SEMI S456,Resonance Frequency Test,Provided by vendor,Level 1,143,Custom crate,"RoHS, REACH",Safety interlocks during operation,113.0
44,2027-08-01 08:00:00,VS-002,33885,Fourier Transform Infrared Spectroscopy Module,1,"Ceramic, Silicon",Vendor P,30000,22 weeks,High,External,A.3,EMF Integration,SEMI S234,Wavelength Accuracy Test,Provided by vendor,Level 2,94,Custom packaging,,Safety interlocks during operation,240.0
9,2026-08-01 08:00:00,SPA-001,23063,Reactive Mass Spectrometry Module,1,Inconel,Vendor I,5000,10 weeks,Medium,External,B.2,DBD Integration,SEMI S456,Mass Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
36,2027-04-01 08:00:00,RFS-002,21305,Gas distribution manifold,1,Stainless Steel,Vendor EEE,21117,15 weeks,Medium,External,A.1,Remote Plasma Technology,ISO 9001,Gas Composition Analysis,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
0,2024-06-01 08:00:00,PSA-001,26629,Robot arm and wafer chuck,1,Electronic Components,Vendor XYZ,17889,14 weeks,High,External,B.1,Electronic Assembly,SEMI S678,Polishing Uniformity Test,Provided by vendor,Level 1,132,Custom crate,"RoHS, REACH",Safety interlocks during operation,213.0
58,2026-06-01 08:00:00,GC-002,99001,Plasma Control System,1,Ceramic,Vendor RR,30000,15 weeks,High,External,B.1,Precision Machining,SEMI S234,Robotic Tests,Provided by vendor,Level 2,99,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
20,2023-01-01 08:00:00,MAS-002,11223,Diagnostic tools for monitoring plasma,1,Zinc Selenide,Vendor LL,26335,15 weeks,High,External,A.3,PRA Integration,ISO 9001,Resonance Frequency Test,Provided by vendor,Level 2,38,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-12-01 08:00:00,PSA-001,11223,Laser Beam Collimation Unit,1,Zinc Selenide,Vendor GG,30000,15 weeks,High,External,A.3,MFM Integration,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,89,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2025-04-01 08:00:00,HVM-002,93236,Terahertz Spectroscopy Module,1,Electronic Components,Vendor XX,6995,15 weeks,Medium,External,A.2,"CNC Machining, Welding",SEMI S456,Spectral Analysis Test,Provided by vendor,Level 2,28,Custom crate,"RoHS, REACH",-,90.0
58,2027-10-01 08:00:00,PCU-002,99001,System for controlling gas flow rates,1,Stainless Steel,Vendor W,30000,14 weeks,Medium,External,B.2,Electronic Assembly,SEMI S789,Software Testing,Provided by vendor,level 1,89,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
3,2027-02-01 08:00:00,PSA-001,39404,Reactive Mass Spectrometry Module,1,Electronic Components,Vendor G,11398,14 weeks,Medium,External,A.2,PMS Integration,SEMI S345,Polishing Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2024-11-01 08:00:00,GC-002,84482,Plasma Monitoring System,1,Stainless Steel,Vendor Y,27405,12 weeks,Medium,External,B.2,PMS Integration,ISO 9001,Acoustic Wave Control Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
